,SN_x,Row#,Tree#,Species_x,diam_in_1,Unnamed: 0,date,lat,lon,tree_id,diam_app,height_app,species,height_url,diam_url,parcel_id,notes,row,tree_idx,height_in_1,SN_y,Species_y,Height (ft),diam_in_2,height_in_2
71,31,6,3,Blackwalnut,14.9,0.0,2022-10-26 18:54:48.910,37.19954278329463,-80.57568089342897,26456B8B-F025-4B21-B147-B26DBADB702A,13.53081403754828,410.5818740964875,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F13180204-3FA4-491A-A955-1C9F673C80C9.png?alt=media&token=9e9a3eca-6bca-44f9-b876-3a45af0fa09e,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7C48E5CF-4A62-45F5-BC6F-B95512965207.png?alt=media&token=93ecdf95-d6fd-4cb3-8402-71374a4c6d9e,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P3,6.0,3.0,720.0,31,Blackwalnut,68.1,14.9,817.1999999999999
72,32,6,4,Blackwalnut,11.8,0.0,2022-10-17 15:40:17.819,37.19962564300485,-80.57565495379322,7055A612-4874-4314-8067-BE10469ED7CA,9.277812021923816,425.3581940658449,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA2C03968-66DE-414B-8ADE-9ED7267354DC.png?alt=media&token=0fc5fd2e-7a1b-4b6b-86fd-d97fa40bc603,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD18950E7-71E5-4018-B30A-D3CB5CDDBC14.png?alt=media&token=34f5fe52-c822-45e5-b869-c2bf469eb3a6,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R6;p4,6.0,4.0,565.2,32,Blackwalnut,45.4,11.8,544.8
73,32,6,4,Blackwalnut,11.8,0.0,2022-10-17 16:08:39.764,37.19966651654849,-80.57570204688388,DCCFED1A-22DF-488D-8C32-D9A27549A6CC,10.36685400121794,289.1184401324415,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAECC1B39-5035-4260-BEDE-651246AB9743.png?alt=media&token=6c594537-7057-4904-8439-214a0e9bb301,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FDF77B0EE-CF68-4EB6-B69D-BA74B51A2243.png?alt=media&token=e3c852e2-4938-4f1a-a6e3-18739021dfe6,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P4,6.0,4.0,565.2,32,Blackwalnut,45.4,11.8,544.8
74,32,6,4,Blackwalnut,11.8,0.0,2022-10-26 18:53:10.378,37.19964119143536,-80.57559586137586,D076E52D-1738-4E1B-AA39-31C2EDFE7E5F,10.76313337003152,384.5168286421168,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F690F702F-8CE6-42A1-BF4F-78F0FE7B40AC.png?alt=media&token=92d44144-8876-44f0-b857-0ebf79157475,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB8DE2868-044E-4510-9E50-6A9272308CB0.png?alt=media&token=5967332a-226e-485f-b00d-18e49e45f395,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P4,6.0,4.0,565.2,32,Blackwalnut,45.4,11.8,544.8
75,33,6,5,Blackwalnut,9.7,0.0,2022-10-17 15:41:44.442,37.19961558472104,-80.57556325577252,2CEC2B88-2972-4C3E-84B0-EDC260CCF499,7.2981006517185,328.0989203866073,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F86425641-6084-4742-AF43-43E082A222C4.png?alt=media&token=633cf4c8-bb52-4e5d-8df4-ab4d89e6ed10,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F70628F54-FC75-4678-B891-ADD67CDF4D84.png?alt=media&token=52ebec2c-0ab1-4630-b4d7-23601ce9efa6,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R6; p5,6.0,5.0,518.4000000000001,33,Blackwalnut,45.5,9.7,546.0
76,33,6,5,Blackwalnut,9.7,0.0,2022-10-17 16:10:06.476,37.19972938514097,-80.57560662121264,0621C0F8-4F08-442B-BC72-3B34F138FD3C,8.911252256453507,359.5542532252514,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F320A3BAC-17A9-430A-B8F0-7364D7B03CDD.png?alt=media&token=2db67b5d-10cd-4e30-a513-1cec2a1259d9,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE83DE591-38C0-4F33-A094-B6C4929E2E08.png?alt=media&token=610f6ecb-e9d7-4c04-90a2-b09e1d4b363f,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P5,6.0,5.0,518.4000000000001,33,Blackwalnut,45.5,9.7,546.0
77,33,6,5,Blackwalnut,9.7,0.0,2022-10-26 18:51:52.714,37.19969009984037,-80.5755920895194,844F964D-34BE-41F8-A50F-D5E7D09B3B0F,8.600416967249293,310.1881282536064,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE14883C2-DFE4-4BE4-BB54-AAF0CBE75B1B.png?alt=media&token=a2a27d3f-e5d1-4c64-a624-4d63355bb016,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F23B62577-C695-44E6-A578-03FBDDB943E3.png?alt=media&token=a15ef465-7da4-44fe-bc54-445bae988ca6,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P5,6.0,5.0,518.4000000000001,33,Blackwalnut,45.5,9.7,546.0
78,34,6,6,Blackwalnut,13.7,0.0,2022-10-17 15:43:13.279,37.1997256810192,-80.57550374426,50A604A4-4533-45E8-9E75-F0743C8BE585,11.81500281874589,379.6114133098933,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F2A1D7448-10A3-47BE-B263-E2B80DA213B9.png?alt=media&token=9aaf9ba4-789d-44a7-8e9d-1c705ef8a594,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF597A525-19A5-4D4B-900E-F2DC096EC495.png?alt=media&token=31036b1d-85f2-484f-997e-84925fe996a9,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R6;p6,6.0,6.0,620.4000000000001,34,Blackwalnut,53.2,13.7,638.4000000000001
79,34,6,6,Blackwalnut,13.7,0.0,2022-10-17 16:14:15.219,37.19971259047419,-80.57555547738237,FAEAF3D0-4600-4345-AA2A-0428B18000A9,12.66989651627428,354.9225123848502,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB39E0082-C204-490A-81C6-DF353886F46F.png?alt=media&token=19b2a435-2aed-4fc4-a77e-a0d1cad260b7,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F05BF3F8F-4674-4D2D-A922-A5E4EECE66E7.png?alt=media&token=71a320eb-8df3-4720-820c-e895e6c0e292,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P6,6.0,6.0,620.4000000000001,34,Blackwalnut,53.2,13.7,638.4000000000001
80,34,6,6,Blackwalnut,13.7,0.0,2022-10-26 18:49:51.813,37.19976574651636,-80.57551514364832,AABE0380-C901-4889-A00D-A084431DFB9F,12.7848935878183,396.539245064803,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F39214765-B12E-40D6-AFBD-2748E9FF2481.png?alt=media&token=3630872d-8f93-4dab-b2c5-3c19e5ae7914,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF47A2BD1-8280-4E54-99CF-E0612C8F0021.png?alt=media&token=e8a7432b-5dd2-4190-bab3-47595da40cb2,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P6,6.0,6.0,620.4000000000001,34,Blackwalnut,53.2,13.7,638.4000000000001
81,35,6,7,Blackwalnut,14.0,0.0,2022-10-17 15:44:49.812,37.19974552136357,-80.5755935850513,292805BE-4A24-4F76-A0AD-3F9CAE350EDD,9.983379071153056,342.0150186133197,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F505D1F05-692A-4CF4-B476-E75BBFB11FC8.png?alt=media&token=1931ba33-4bdf-45dc-873b-219f8f0b0d59,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFFE320CB-B794-4410-9CAC-96B8C226477D.png?alt=media&token=ca73ecaa-9ac6-46d3-b5c2-399940ae6f9e,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R6;p7,6.0,7.0,465.59999999999997,35,Blackwalnut,45.2,13.6,542.4000000000001
82,35,6,7,Blackwalnut,14.0,0.0,2022-10-17 16:15:24.356,37.19981525748325,-80.57549316330187,00623E08-7E5B-479F-9A39-2A502829D4F6,12.89270172907612,257.0793196910948,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEAD58B38-F3F5-471D-8727-373C96A743A7.png?alt=media&token=6bf9a224-b7c4-41e7-809a-79ff12ba19fe,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC38603A7-96E5-47E5-9E21-99D51ABAC832.png?alt=media&token=f8d43088-6d38-4b99-bad1-b431fe057813,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P7,6.0,7.0,465.59999999999997,35,Blackwalnut,45.2,13.6,542.4000000000001
83,35,6,7,Blackwalnut,14.0,0.0,2022-10-26 18:46:55.233,37.19980459663756,-80.57546795353346,72C41618-D922-4A0C-BBA0-CBB033E0EA14,13.49098100436954,314.4638181671383,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6C75BE79-22DD-4D01-ADD1-F1D85601E823.png?alt=media&token=6fd2fc37-fefe-40c1-b2c6-e6f0c4d38cd8,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC1585E9E-A44B-44A9-8EB6-9113397FF70E.png?alt=media&token=fbb958da-4b09-43b6-9336-b1b240112fe4,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P7,6.0,7.0,465.59999999999997,35,Blackwalnut,45.2,13.6,542.4000000000001
84,36,7,1,Blackwalnut,15.9,0.0,2022-10-17 17:18:54.159,37.19950782289115,-80.57594918288164,7EBA0A4D-1087-487C-ACA1-157C7186BBDA,13.95192085288641,312.0567667202687,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F59B01599-6C7B-4F2F-A46C-59A2DEE3F61E.png?alt=media&token=c5e2ff4a-d289-4d75-9f88-bcfc5e446ecd,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F18FD3F79-5989-4968-A359-3E7ECC2314CC.png?alt=media&token=5f5ac4b1-a139-45c4-8647-432a815ff97b,5F2EA33C-65AD-4826-BF5C-D585E410C877,R7P1,7.0,1.0,729.5999999999999,36,Blackwalnut,59.8,15.7,717.5999999999999
85,36,7,1,Blackwalnut,15.9,0.0,2022-10-26 19:01:46.491,37.19948008946804,-80.5759542451059,971899EB-B44A-4FBF-945B-52B20C857515,14.76495636729744,369.7709211214321,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FED0E58AD-564E-4F46-9DDD-1B63F1BF57BC.png?alt=media&token=77fdc175-9bbd-48b7-b25e-652a4fee0ec1,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F72F08DE9-22B3-423F-8BF8-7E123E96F0BA.png?alt=media&token=97c67dee-42b1-4ddc-9d17-ffaa020a7daf,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R7P1,7.0,1.0,729.5999999999999,36,Blackwalnut,59.8,15.7,717.5999999999999
86,37,7,2,Blackwalnut,12.4,0.0,2022-10-17 17:16:24.444,37.199584813239,-80.5759117876084,C6C798B8-AEF8-4FD2-A7E8-1BFED509363C,10.94099926197623,342.1114373394823,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF4AF9ADB-7213-4657-8C21-9DE831BB5E7E.png?alt=media&token=77742982-9152-4183-bd43-fce59ba81f83,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAFFD82CC-1E65-43F9-B5D1-325DB32030E3.png?alt=media&token=08fa8058-125e-4f2a-bfa6-9ad817fa367f,5F2EA33C-65AD-4826-BF5C-D585E410C877,R7P2,7.0,2.0,684.0,37,Blackwalnut,55.6,12.4,667.2
87,37,7,2,Blackwalnut,12.4,0.0,2022-10-26 19:03:31.886,37.19956905896021,-80.57590406931578,CC26614E-DCCD-44A3-8696-790027563DF9,11.07066635071762,384.8966838806633,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F4D52A084-B979-4A01-AFE4-E44A70874417.png?alt=media&token=27495200-6cca-43cc-9a01-d47400f0c77e,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE9234E8E-721B-437B-90E7-9E2BBFC05D71.png?alt=media&token=68aabd6b-8fc1-4791-9080-bdf8d3ff6de9,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R7P2,7.0,2.0,684.0,37,Blackwalnut,55.6,12.4,667.2
88,38,7,3,Blackwalnut,12.0,0.0,2022-10-17 16:24:13.716,37.19965523112305,-80.57566224604898,C761F211-34A4-424F-A308-C2257E409E3C,12.11921765109686,348.044493066983,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F54431A5C-E535-4E9E-BC94-722C939B926E.png?alt=media&token=e87716d8-739b-4393-aabf-a9f8781ece72,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F84615F81-603B-44DC-93C1-4ADB4C9E896D.png?alt=media&token=1ea31298-cf62-44d4-9809-aac083687b78,5F2EA33C-65AD-4826-BF5C-D585E410C877,R7P3,7.0,3.0,578.4000000000001,38,Blackwalnut,53.6,12.3,643.2
89,38,7,3,Blackwalnut,12.0,0.0,2022-10-26 19:05:11.034,37.19964343673631,-80.57583306130564,108F1439-CE48-407A-B3BB-1EB1DD9F42D7,11.0483451152411,366.5712311511903,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6B76C763-03B5-4096-842C-D49575216ECA.png?alt=media&token=13eeab97-e695-460b-8125-e67bfc8a0a8e,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F111995BE-083F-41AF-B21C-F16E2839E1DE.png?alt=media&token=a2ec257b-c661-4fec-88b0-1a05edb3b46b,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R7P3,7.0,3.0,578.4000000000001,38,Blackwalnut,53.6,12.3,643.2
90,39,7,4,Blackwalnut,11.8,0.0,2022-10-17 16:22:23.087,37.19968548979348,-80.57573097765496,AFACC194-54E8-4830-A692-87BC53BC1566,10.77503787250969,282.1309359993522,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F901918FD-9C91-46CA-879E-71EF1327D2A3.png?alt=media&token=4f4999ca-17e9-457e-9c25-99747210688f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F2AD1AB04-6064-46C6-87D7-17CC88A55228.png?alt=media&token=87f734a4-c7fc-48db-ad8b-19f1473c19ac,5F2EA33C-65AD-4826-BF5C-D585E410C877,R7P4,7.0,4.0,534.0,39,Blackwalnut,44.7,11.8,536.4000000000001
91,39,7,4,Blackwalnut,11.8,0.0,2022-10-26 19:06:24.787,37.19971277288832,-80.57578554384463,546AE3B2-14C3-4918-ACC0-451B81E73EF9,10.93239296139695,363.2287528571181,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0D054DA4-7368-44AD-8ABD-4BCE07C9B59F.png?alt=media&token=a35d58b4-1425-40a4-b16e-766eaae9349a,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F1F1EC430-232E-448A-BD1B-B0E3564CC970.png?alt=media&token=8fbc7086-bbcd-4e5b-839d-209e8f851ab0,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R7P4,7.0,4.0,534.0,39,Blackwalnut,44.7,11.8,536.4000000000001
92,40,7,5,Blackwalnut,10.6,0.0,2022-10-17 16:19:43.702,37.19977614007642,-80.57565956383993,5AE0A2EB-1AC1-4A74-9AF6-392403F268F8,9.388769353468588,296.6702829195759,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F1D5FE870-8904-41D2-8CA0-0254879A2492.png?alt=media&token=b4d1c39d-4889-4456-a564-f4bbe428a022,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEDE627CC-0C04-4CDD-B38C-7D40675553BA.png?alt=media&token=ee484280-e3a3-4d2c-9872-e5d7f8b5c8c7,5F2EA33C-65AD-4826-BF5C-D585E410C877,R7P5,7.0,5.0,517.2,40,Blackwalnut,42.4,11.0,508.79999999999995
93,40,7,5,Blackwalnut,10.6,0.0,2022-10-26 19:07:35.806,37.19971327580263,-80.57575729683091,34C94FB5-CE6E-4C35-8523-CEFAC924F1B0,9.580290341001797,340.3472900390625,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3AF4B0F6-4F17-48F4-900C-EC77E46C3DB3.png?alt=media&token=e032077b-a4f2-4a1e-8f71-ee7d7b10b238,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8D159653-8D31-40BB-A8F4-F07AE80A027E.png?alt=media&token=dafb1a69-4878-460e-bff8-cf49ffbcfc17,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R7P5,7.0,5.0,517.2,40,Blackwalnut,42.4,11.0,508.79999999999995
94,41,7,6,Blackwalnut,11.9,0.0,2022-10-17 16:16:46.115,37.19985648574518,-80.57559307538978,EF47ABFF-1AFB-4ABD-A40C-733D1EFE02EC,10.81683269635899,236.3375415952187,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF6AA5801-076D-4B24-8D5B-C9D1067A106E.png?alt=media&token=220e8905-20d6-4803-8f47-6182a468c81d,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA4ACC683-0C8E-4448-B7FF-FBBA2321E0DE.png?alt=media&token=144f1b74-6b11-4921-ab13-e603ad1398c4,5F2EA33C-65AD-4826-BF5C-D585E410C877,R7P6,7.0,6.0,506.40000000000003,41,Blackwalnut,46.0,11.9,552.0
95,41,7,6,Blackwalnut,11.9,0.0,2022-10-26 19:08:49.454,37.1998369507838,-80.57561161935382,0BD96C9F-E627-4300-B8D7-A7D04440957E,11.29399603746069,300.0277233874704,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F42502B67-46C2-432D-AC28-F621CF12801E.png?alt=media&token=20d526ba-c0b8-4c31-9413-4e9dffcb1662,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA5F6FFD6-1539-4CF4-9512-A8EE7D693488.png?alt=media&token=7953305c-0815-4968-a841-8658f2621853,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R7P6,7.0,6.0,506.40000000000003,41,Blackwalnut,46.0,11.9,552.0
96,42,8,1,Blackwalnut,15.4,0.0,2022-10-17 16:29:33.113,37.19960669990368,-80.57606063790672,B4164E6E-05CC-4E32-B1C4-F60D532A150B,13.60757965741195,289.8637140829732,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F9A3FE732-9CA6-477E-A772-B25FACC2A519.png?alt=media&token=b145aa04-86b9-4c64-865f-57bf9d5a01f7,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F62BBF600-39CA-4972-9D19-3F542900CA1B.png?alt=media&token=85f05462-0917-4736-921b-f7115bbe06a5,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R8;p1,8.0,1.0,661.2,42,Blackwalnut,53.3,15.4,639.5999999999999
97,42,8,1,Blackwalnut,15.4,0.0,2022-10-17 17:20:59.371,37.19959864839717,-80.57605437905062,16BF791B-1604-4CE7-8C23-76FD5DE4AB67,13.37272210383978,303.8083849929449,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F77422664-EF53-4536-B797-708FBAF00EAD.png?alt=media&token=24c52609-9d29-494f-bae0-95dc96e30f09,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F07F1509C-9BF3-4E77-A4C7-394B904B9510.png?alt=media&token=c3480da8-c090-4b02-bf60-fbbc85225d99,5F2EA33C-65AD-4826-BF5C-D585E410C877,R8P1,8.0,1.0,661.2,42,Blackwalnut,53.3,15.4,639.5999999999999
98,42,8,1,Blackwalnut,15.4,0.0,2022-10-26 19:17:48.583,37.19954909758729,-80.57598595045769,978966DD-E0F6-449C-BFDF-872B476D8A03,13.54012784995432,559.7990141140194,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F538B5A20-17F9-4948-AE45-135D3B098E54.png?alt=media&token=4ab3a5b4-80cd-4257-9e9b-c87853afef99,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD05A61EE-70E6-41B1-9E40-C1F811D78C1E.png?alt=media&token=af679aeb-3ef2-4855-85fb-23b7fe3abfd0,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R8P1,8.0,1.0,661.2,42,Blackwalnut,53.3,15.4,639.5999999999999
99,43,8,2,Blackwalnut,13.0,0.0,2022-10-17 16:32:10.131,37.19971792775875,-80.57591730736246,8DA582E8-D67A-4545-B9AC-694B751116D4,11.63705479441665,378.0315804669237,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F37F7CEF4-0630-42F8-ADB2-D5DB8291AEEA.png?alt=media&token=1173d737-b603-449f-9762-fcdbd8c64a5f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FDDBC797F-B392-4529-9C30-4EA49C9C7732.png?alt=media&token=d989e1d8-8cda-48f0-9d66-b10306148d4e,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R8;p2,8.0,2.0,756.0,43,Blackwalnut,61.7,13.0,740.4000000000001
100,43,8,2,Blackwalnut,13.0,0.0,2022-10-17 17:22:42.245,37.19969546514059,-80.57596676565005,FCA1800E-3030-4B11-849D-7A38F6B85A57,11.1872274575271,341.7438221728708,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F85CA7730-BFDF-42CF-BC88-6FE3B6A20DC9.png?alt=media&token=03c418cb-eb3b-4e63-b880-7a5690761fb4,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD4E3FE0C-052F-4EDB-B00F-85177C70C8E1.png?alt=media&token=f072e21d-bc99-4f45-bfd0-9d166fbff6a9,5F2EA33C-65AD-4826-BF5C-D585E410C877,R8P2,8.0,2.0,756.0,43,Blackwalnut,61.7,13.0,740.4000000000001
101,43,8,2,Blackwalnut,13.0,0.0,2022-10-26 19:16:28.373,37.19970736656076,-80.5759517569845,18364152-E4B6-4D97-B4A2-5B224691CF79,11.02361505425821,374.5750367172121,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FACA2D9EC-025D-4F55-A9D6-BBA564454F17.png?alt=media&token=fe2afa38-ef4f-450f-8902-7748660d6c3b,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F42F177D7-1084-4550-93D2-B5B5EF3CBA0D.png?alt=media&token=276b5270-9386-4519-82ff-f13366b14aa9,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R8P2,8.0,2.0,756.0,43,Blackwalnut,61.7,13.0,740.4000000000001
102,44,8,3,Blackwalnut,11.3,0.0,2022-10-17 17:16:15.279,37.19975985990666,-80.57595869053709,CCB67B04-3BF0-42C5-B209-71CE59CC8D10,10.93078668661944,315.4442254013903,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE6FADB08-0503-4594-864B-592E009B6625.png?alt=media&token=3414fb25-463a-492e-be9d-d790dc13eb94,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F540DC464-1697-4707-8735-DEA33DFB579F.png?alt=media&token=70b55b80-0d6d-4fe0-85f0-52e05b7b297a,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R8; p3,8.0,3.0,628.8,44,Blackwalnut,43.1,11.3,517.2
103,44,8,3,Blackwalnut,11.3,0.0,2022-10-17 17:26:02.189,37.1997391707513,-80.5758526386832,3D053787-FAF1-4BBF-B964-F92ECF51FA62,9.802218497268797,316.7265043483944,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8AE2E751-94B7-42D7-9AC1-8DA1F118CD64.png?alt=media&token=08b50adc-afe4-4519-87df-68e8b8f736ae,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7398AB95-AAFF-4C6A-AF4A-A9E4258CE3E9.png?alt=media&token=99bf373e-63bc-4306-b58f-3c57a032a1b7,5F2EA33C-65AD-4826-BF5C-D585E410C877,R8P3,8.0,3.0,628.8,44,Blackwalnut,43.1,11.3,517.2
104,44,8,3,Blackwalnut,11.3,0.0,2022-10-26 19:14:24.209,37.19992722388095,-80.57571806952407,B731569F-F37A-4590-9FC8-C45AF98DBEC1,10.66866587466142,355.5605355210192,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F79E15736-EFBF-476D-8EE4-88EAA7CA0D8C.png?alt=media&token=ef064515-4f56-42a4-a172-98063c5ff901,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F40396210-9222-4E0C-8796-43DB7D366B8A.png?alt=media&token=0b1b4da6-4163-477e-a854-51ab2e100ea4,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R8P3,8.0,3.0,628.8,44,Blackwalnut,43.1,11.3,517.2
105,45,8,4,Blackwalnut,12.6,0.0,2022-10-17 17:20:43.007,37.19980120196678,-80.57575008839422,FAB8D178-27F3-45A3-B84D-F074F86FF7ED,11.33106707587956,333.9177229273038,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFDE01134-A976-4D8A-9569-677F04D48EF1.png?alt=media&token=23eca727-777b-415e-90f2-4f21eee15130,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F588CC6BB-38A8-4995-B150-167EE0451350.png?alt=media&token=3e7b115e-036c-4911-abac-ed5ba5338398,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R8; P4,8.0,4.0,504.0,45,Blackwalnut,49.1,12.3,589.2
